"Seat","Num","Justice","Clerk","Started","Finished","School","Previous.Clerkship"
"8","102","O'Connor, S","Small, Patricia L.","1996","1997","Yale","Cabranes"
"8","102","O'Connor, S","Griffin, Lisa Kern","1997","1998","Stanford","D. W. Nelson"
"8","102","O'Connor, S","Srinivasan, Srikanth","1997","1998","Stanford","Wilkinson"
"8","102","O'Connor, S","Stowe, Matthew F.","1997","1998","Harvard","Luttig"
"8","102","O'Connor, S","Strikis, Silvija A.","1997","1998","Georgetown","H. Edwards"
"8","102","O'Connor, S","Glover, Sandra G.","1998","1999","Chicago","Posner"
"8","102","O'Connor, S","Hathaway, Oona A.","1998","1999","Yale","Wald"
"8","102","O'Connor, S","Jones, Traci L.","1998","1999","Duke","R. Winter"
"8","102","O'Connor, S","Scodro, Michael A.","1998","1999","Yale","Cabranes"
"8","102","O'Connor, S","Hakala, Leslie A.","1999","2000","Yale","Kozinski"
"8","102","O'Connor, S","Joondeph, Bradley W.","1999","2000","Stanford","Tacha"
"8","102","O'Connor, S","Levine, Noah A.","1999","2000","Columbia","Wilkinson"
"8","102","O'Connor, S","Woodward, Shirley D.","1999","2000","Georgetown","Silberman"
"8","102","O'Connor, S","Bierschbach, Richard","2000","2001","Michigan","Randolph"
"8","102","O'Connor, S","McAward, Jennifer M. Mason","2000","2001","NYU","Kozinski"
"8","102","O'Connor, S","Matthews, Tamarra D.","2000","2001","Yale","J. A. W. Rogers"
"8","102","O'Connor, S","Panikowski, Stanley J.","2000","2001","Virginia","Wilkinson"
"8","102","O'Connor, S","Frantz, Carolyn","2001","2002","Michigan","Tatel"
"8","102","O'Connor, S","Friedland, Michelle T.","2001","2002","Stanford","Tatel"
"8","102","O'Connor, S","Gaston, Jeremy J.","2001","2002","Texas","P. Higginbotham"
"8","102","O'Connor, S","Malani, Anup","2001","2002","Chicago","S. Williams"
"8","102","O'Connor, S","Henn, Emily J.","2002","2003","Georgetown","Niemeyer"
"8","102","O'Connor, S","Nelson, Justin A.","2002","2003","Columbia","Wilkinson"
"8","102","O'Connor, S","Newton, Allyson P.","2002","2003","Chicago","Wiener"
"8","102","O'Connor, S","Rodriguez, Cristina M.","2002","2003","Yale","Tatel"
"8","102","O'Connor, S","Carter, Janet R.","2003","2004","NYU","Posner"
"8","102","O'Connor, S","Grimsley, Sean C.","2003","2004","Michigan","H. Edwards"
"8","102","O'Connor, S","Jones, RonNell A.","2003","2004","Ohio State","W. Fletcher"
"8","102","O'Connor, S","Sankar, Sambhav N.","2003","2004","Berkeley","W. Fletcher"
"8","102","O'Connor, S","Beauvais, Joel C.","2004","2005","NYU","H. Edwards"
"8","102","O'Connor, S","Evangelis, Theane D.","2004","2005","NYU","Kozinski"
"8","102","O'Connor, S","Farhadian, Tali F.","2004","2005","Yale","Garland"
"8","102","O'Connor, S","Klein, Joshua","2004","2005","Stanford","Garland"
"8","102","O'Connor, S","Farhadian, Tali F.","2005","2006","Yale","Garland"
"8","102","O'Connor, S","Horwich, Benjamin J.","2005","2006","Stanford","Becker"
"8","102","O'Connor, S","Kapczynski, Amy N.","2005","2006","Yale","Calabresi"
"8","102","O'Connor, S","Volokh, Sasha","2005","2006","Harvard","Kozinski"
"8","102","O'Connor, S","Driver, Justin","2006","2007","Harvard","Garland"
"8","102","O'Connor, S","Bond, Heidi","2007","2008","Michigan","Kozinski"
"8","102","O'Connor, S","Lidsky, Isaac","2008","2009","Harvard","Ambro"
"8","102","O'Connor, S","Deahl, Joshua A.","2009","2010","Michigan","Benavides"
"8","102","O'Connor, S","Eichensehr, Kristen E.","2010","2011","Yale","Garland"
"8","102","O'Connor, S","Chiu, Candice","2011","2012","Harvard","Kavanaugh"
"8","102","O'Connor, S","Citron, Eric F.","2012","2013","Yale","Robertson"
"8","102","O'Connor, S","Malkina, Julia","2013","0","Yale","Kavanaugh"
"8","110","Alito, S","Ciongoli, Adam G.","2006","2006","Georgetown","Alito"
"8","110","Alito, S","Horwich, Benjamin J.","2006","2006","Stanford","Becker"
"8","110","Alito, S","Smith, Hannah Clayson","2006","2006","BYU","C. Thomas"
"8","110","Alito, S","Volokh, Alexander","2006","2006","Harvard","Kozinski"
"8","110","Alito, S","Lee, Mike","2006","2007","BYU","Alito"
"8","110","Alito, S","Paolella, Christopher J.","2006","2007","Harvard","Alito"
"8","110","Alito, S","Schwartz, Matthew A.","2006","2007","Columbia","Alito"
"8","110","Alito, S","Todd, Gordon D.","2006","2007","Virginia","Beam"
"8","110","Alito, S","Hunter, James A.","2007","2008","Yale","Alito"
"8","110","Alito, S","Michael, Geoffrey J.","2007","2008","Yale","Alito"
"8","110","Alito, S","Moore, David H.","2007","2008","BYU","Alito"
"8","110","Alito, S","Phillips, Jessica","2007","2008","Northwestern","Flaum"
"8","110","Alito, S","Irwin, Dana R.","2008","2009","Yale","Scirica"
"8","110","Alito, S","Oldham, Andrew S.","2008","2009","Harvard","Sentelle"
"8","110","Alito, S","Park, Michael H.","2008","2009","Yale","Alito"
"8","110","Alito, S","White, Jack L.","2008","2009","Pepperdine","Alito"
"8","110","Alito, S","Agarwal, Amit","2009","2010","Georgetown","Kavanaugh"
"8","110","Alito, S","Allen, K. Winn","2009","2010","Virginia","Sutton"
"8","110","Alito, S","Lilley, Jaynie Randall","2009","2010","Yale","Cabranes"
"8","110","Alito, S","Townsend, Lucas C.","2009","2010","Seton Hall","Barry"
"8","110","Alito, S","Cerreta, John W.","2010","2011","Cornell","Chagares"
"8","110","Alito, S","Menashi, Steven J.","2010","2011","Stanford","D. Ginsburg"
"8","110","Alito, S","Sevilla, Garrick A.","2010","2011","Duke","J.R. Brown"
"8","110","Alito, S","Morrissey, Tara Stuckey","2010","2011","Notre Dame","Sutton"
"8","110","Alito, S","Campbell, Sarah K.","2011","2012","Duke","Pryor"
"8","110","Alito, S","Dick, Anthony J.","2011","2012","Stanford","Griffith"
"8","110","Alito, S","Levi, William R.","2011","2012","Yale","Scirica"
"8","110","Alito, S","Newman, Ryan D.","2011","2012","Texas","Edmondson"
"8","110","Alito, S","Barnes, Brian W.","2012","2013","Yale","Griffith"
"8","110","Alito, S","Kennedy, Emily J.","2012","2013","Duke","Batchelder"
"8","110","Alito, S","Murray, Claire McCusker","2012","2013","Yale","Kavanaugh"
"8","110","Alito, S","Watson, Ryan J.","2012","2013","GW","J.R. Brown"
"8","110","Alito, S","Bash, Zina","2013","0","Harvard","Kavanaugh"
"8","110","Alito, S","Hawkins, Kyle","2013","0","Minnesota","E. Jones"
"8","110","Alito, S","Ray, Paul","2013","0","Harvard","Livingston"
"8","110","Alito, S","Soles, Maureen B.","2013","0","Georgetown","Scirica"
"9","38","Field, S","Linton, Irwin B.","1889","1895","",""
"9","38","Field, S","York, Clarence M.","1896","1897","","M. W. Fuller"
"9","57","McKenna, J","Hooe, James Cecil","1898","1911","",""
"9","57","McKenna, J","Embry, Ashton F.","1911","1919","",""
"9","57","McKenna, J","Cogswell, Robert G.","1919","1924","Harvard",""
"9","73","Stone, H","Cogswell, Robert G.","1925","1925","Harvard","J. McKenna"
"9","73","Stone, H","McCormack, Alfred","1925","1926","Columbia",""
"9","73","Stone, H","Handler, Milton C.","1926","1927","Columbia",""
"9","73","Stone, H","Friedman, Wilbur H.","1930","1931","Columbia",""
"9","73","Stone, H","Gellhorn, Walter","1931","1932","Columbia",""
"9","73","Stone, H","Wechsler, Herbert","1932","1933","Columbia",""
"9","73","Stone, H","Westwood, Howard C.","1933","1934","Columbia",""
"9","73","Stone, H","Gardner, Warner W.","1934","1935","Columbia",""
"9","73","Stone, H","Harris, Thomas Everett","1935","1936","Columbia",""
"9","73","Stone, H","Leventhal, Harold","1937","1938","Columbia","none"
"9","73","Stone, H","Lusky, Louis","1937","1938","Columbia",""
"9","73","Stone, H","Coudert, Alexis C.","1938","1939","Columbia",""
"9","73","Stone, H","Dunham, Allison","1939","1941","Columbia",""
"9","82","Jackson, R","Costelloe, John F.","1941","1943","Harvard",""
"9","82","Jackson, R","Neal, Phil C.","1943","1945","Harvard","none"
"9","82","Jackson, R","Gartner, Murray","1945","1947","Harvard","none"
"9","82","Jackson, R","Marsh, James M.","1947","1949","Temple",""
"9","82","Jackson, R","Buschman, Howard C.","1949","1950","Albany Law School","none"
"9","82","Jackson, R","Cole, Alan Y.","1949","1950","",""
"9","82","Jackson, R","Cushman, John","1950","1951","",""
"9","82","Jackson, R","Niebank, C. George","1950","1952","Buffalo",""
"9","82","Jackson, R","Rehnquist, William H.","1952","1953","Stanford","none"
"9","82","Jackson, R","Cronson, Donald","1952","1953","",""
"9","82","Jackson, R","Prettyman, E. Barrett","1953","1954","Virginia","none"
"9","89","Harlan II, J","Lifland, William T.","1955","1955","",""
"9","89","Harlan II, J","Prettyman, E. Barrett","1955","1955","Virginia","Frankfurter"
"9","89","Harlan II, J","Barnett, Wayne G.","1955","1956","",""
"9","89","Harlan II, J","Leiman, Leonard M.","1955","1956","",""
"9","89","Harlan II, J","Bator, Paul M.","1956","1957","Harvard","none"
"9","89","Harlan II, J","Schlei, Norbert A.","1956","1957","",""
"9","89","Harlan II, J","Dorsen, Norman","1957","1958","Harvard",""
"9","89","Harlan II, J","Steiner, Henry J.","1957","1958","Harvard",""
"9","89","Harlan II, J","Sailer, Henry P.","1958","1959","",""
"9","89","Harlan II, J","Shulman, Stephen","1958","1959","Yale",""
"9","89","Harlan II, J","Erens, Jay A.","1959","1960","",""
"9","89","Harlan II, J","Lesnick, Howard","1959","1960","Columbia","none"
"9","89","Harlan II, J","Fried, Charles","1960","1961","Columbia","none"
"9","89","Harlan II, J","Heymann, Philip B.","1960","1961","Harvard","none"
"9","89","Harlan II, J","Lewin, Nathan","1961","1962","Harvard","Lumbard"
"9","89","Harlan II, J","Rhinelander, John B.","1961","1962","Virginia",""
"9","89","Harlan II, J","Hiegel, Richard J.","1962","1963","",""
"9","89","Harlan II, J","Shapiro, David L.","1962","1963","Harvard","none"
"9","89","Harlan II, J","Greenawalt, R. Kent","1963","1964","Columbia",""
"9","89","Harlan II, J","Weinreb, Lloyd L.","1963","1964","Harvard","Lumbard"
"9","89","Harlan II, J","Maney, Michael M.","1964","1965","",""
"9","89","Harlan II, J","Nesson, Charles","1964","1965","Harvard","none"
"9","89","Harlan II, J","Boudin, Michael","1965","1966","Harvard","Friendly"
"9","89","Harlan II, J","Nimetz, Matthew","1965","1967","Harvard",""
"9","89","Harlan II, J","Lister, Charles","1966","1968","",""
"9","89","Harlan II, J","Rein, Bert W.","1966","1967","Harvard",""
"9","89","Harlan II, J","Cohen, Louis R.","1967","1968","Harvard",""
"9","89","Harlan II, J","Stoel, Thomas B.","1967","1969","",""
"9","89","Harlan II, J","Ackerman, Bruce","1968","1969","Yale","Friendly"
"9","89","Harlan II, J","Brest, Paul A.","1968","1969","Harvard","Aldrich"
"9","89","Harlan II, J","Fabrikant, Charles L.","1969","1970","Columbia","Leventhal"
"9","89","Harlan II, J","Lake, William T.","1969","1970","Stanford","Friendly"
"9","89","Harlan II, J","Mnookin, Robert H.","1969","1970","Harvard","McGowan"
"9","89","Harlan II, J","Gray, Marvin L.","1970","1971","",""
"9","89","Harlan II, J","Krattenmaker, Thomas G.","1970","1971","",""
"9","89","Harlan II, J","Minsker, Martin D.","1970","1971","Harvard","none"
"9","89","Harlan II, J","Bieke, James R.","1971","1971","Michigan","Lumbard"
"9","89","Harlan II, J","Snyder, Allen","1971","1971","Harvard","none"
"9","100","Rehnquist, W","Lambert, Frederick W.","1972","1972","Michigan","S. Barnes"
"9","100","Rehnquist, W","Meehan, Michael J.","1972","1972","Arizona","none"
"9","100","Rehnquist, W","Snyder, Allen","1972","1972","Harvard","Harlan II"
"9","100","Rehnquist, W","Harriss, L. Gordon","1972","1973","Columbia","Hays"
"9","100","Rehnquist, W","Strain, James A.","1972","1973","Indiana","Hastings"
"9","100","Rehnquist, W","Wild, Robert W.","1972","1973","Cornell","none"
"9","100","Rehnquist, W","Buxton, C. Michael","1973","1974","Kentucky","none"
"9","100","Rehnquist, W","Farr, H. Bartow","1973","1974","Arizona State","none"
"9","100","Rehnquist, W","Paff, Fredericka","1973","1974","Stanford",""
"9","100","Rehnquist, W","Jacobs, William S.","1974","1975","Duke","G. Bell"
"9","100","Rehnquist, W","Nannes, John M.","1974","1975","Michigan","R. Robb"
"9","100","Rehnquist, W","O'Neill, John","1974","1975","Texas","none"
"9","100","Rehnquist, W","Bradley, Craig M.","1975","1976","Virginia","none"
"9","100","Rehnquist, W","Eggeling, William S.","1975","1976","Boston","L. Campbell"
"9","100","Rehnquist, W","Mason, John M.","1975","1976","",""
"9","100","Rehnquist, W","Ayer, Donald B.","1976","1977","Harvard","Wilkey"
"9","100","Rehnquist, W","Eagan, Michael Q.","1976","1977","Stanford","Sneed"
"9","100","Rehnquist, W","Jackson, Thomas H.","1976","1977","Yale","Frankel"
"9","100","Rehnquist, W","Thompson, Barton H.","1977","1978","Stanford","Sneed"
"9","100","Rehnquist, W","Wallace, Michael B.","1977","1978","Virginia","H. Walker"
"9","100","Rehnquist, W","Young, Michael K.","1977","1978","Harvard","Kaplan"
"9","100","Rehnquist, W","Cooper, Charles J.","1978","1979","Alabama","Roney"
"9","100","Rehnquist, W","Haar, Robert T.","1978","1979","Yale","Leventhal"
"9","100","Rehnquist, W","Kravitz, Mark R.","1978","1979","Georgetown","Hunter"
"9","100","Rehnquist, W","Asperger, James R.","1979","1980","UCLA","Mosk"
"9","100","Rehnquist, W","Mahoney, Maureen","1979","1980","Chicago","Sprecher"
"9","100","Rehnquist, W","McGough, W. Thomas","1979","1980","Virginia","Seitz"
"9","100","Rehnquist, W","Colson, Dean C.","1980","1981","Miami","Fay"
"9","100","Rehnquist, W","Knauss, Robert B.","1980","1981","Michigan","Mansfield"
"9","100","Rehnquist, W","Roberts, John G.","1980","1981","Harvard","Friendly"
"9","100","Rehnquist, W","Campbell, David G.","1981","1982","Utah","J. C. Wallace"
"9","100","Rehnquist, W","Dunkelman, Brett L.","1981","1982","Arizona","Copple"
"9","100","Rehnquist, W","Folse, Parker C.","1981","1982","Texas","Sneed"
"9","100","Rehnquist, W","Blunt, Ronald L.","1982","1983","Missouri","R. Robb"
"9","100","Rehnquist, W","Born, Gary B.","1982","1983","Penn","Friendly"
"9","100","Rehnquist, W","Jaffe, David B.","1982","1983","Chicago","Browning"
"9","100","Rehnquist, W","Kellogg, Michael K.","1983","1984","Harvard","Wilkey"
"9","100","Rehnquist, W","Knudson, Scott G.","1983","1984","Minnesota","Tamm"
"9","100","Rehnquist, W","Martin, Kerri L.","1983","1984","Virginia","Hunter"
"9","100","Rehnquist, W","Englander, John C.","1984","1985","Boston","Aldrich"
"9","100","Rehnquist, W","Jung, William F.","1984","1985","Illinois","Tjoflat"
"9","100","Rehnquist, W","Vickery, Alan B.","1984","1985","Columbia","Feinberg"
"9","100","Rehnquist, W","Guynn, Randall D.","1985","1986","Virginia","J. C. Wallace"
"9","100","Rehnquist, W","Hoffmann, Joseph L.","1985","1986","Washington","Kravitch"
"9","100","Rehnquist, W","Moulton, H. Geoffrey","1985","1986","Columbia","Feinberg"
"9","103","Scalia, A","Lawson, Gary S.","1986","1987","Yale","Scalia"
"9","103","Scalia, A","Otis, Lee Liberman","1986","1987","Chicago","Scalia"
"9","103","Scalia, A","McLeese, Roy W.","1986","1987","NYU","Scalia"
"9","103","Scalia, A","Schaerr, Gene C.","1986","1987","Yale","Starr"
"9","103","Scalia, A","Schiltz, Patrick J.","1986","1987","Harvard","Scalia"
"9","103","Scalia, A","Bernstein, Richard D.","1987","1988","Columbia","Kearse"
"9","103","Scalia, A","Calabresi, Steven G.","1987","1988","Yale","Bork"
"9","103","Scalia, A","Cappuccio, Paul T.","1987","1988","Harvard","Kozinski"
"9","103","Scalia, A","Dovel, Gregory S.","1987","1988","Harvard","J. C. Wallace"
"9","103","Scalia, A","Tiller, Robert H.","1987","1988","Virginia","S. Williams"
"9","103","Scalia, A","Ackerman, Wendy E.","1988","1989","Chicago","S. Williams"
"9","103","Scalia, A","Bress, Richard P.","1988","1989","Stanford","S. Williams"
"9","103","Scalia, A","Findlay, D. Cameron","1988","1989","Harvard","S. Williams"
"9","103","Scalia, A","Kelley, William K.","1988","1989","Harvard","Starr"
"9","103","Scalia, A","Manning, John F.","1988","1989","Harvard","Bork"
"9","103","Scalia, A","Clark, Bradford R.","1989","1990","Columbia","Bork"
"9","103","Scalia, A","Hay, Bruce L.","1989","1990","Harvard","W. Norris"
"9","103","Scalia, A","Keetch, Von G.","1989","1990","BYU","G. Pratt"
"9","103","Scalia, A","Myles, Kristin Linsley","1989","1990","Harvard","D. Ginsburg"
"9","103","Scalia, A","Weissmann, Henry","1989","1990","Yale","Buckley"
"9","103","Scalia, A","Landau, Christopher","1990","1991","Harvard","C. Thomas"
"9","103","Scalia, A","Lessig, Lawrence","1990","1991","Yale","Posner"
"9","103","Scalia, A","Meese, Alan J.","1990","1991","Chicago","Easterbrook"
"9","103","Scalia, A","Ramsey, Michael D.","1990","1991","Stanford","J. C. Wallace"
"9","103","Scalia, A","Boyle, Brian D.","1991","1992","Harvard","Silberman"
"9","103","Scalia, A","Collins, Daniel P.","1991","1992","Stanford","D. W. Nelson"
"9","103","Scalia, A","Sutton, Jeffrey","1991","1992","Ohio State","Meskill"
"9","103","Scalia, A","Whelan, M. Edward","1991","1992","Harvard","J. C. Wallace"
"9","103","Scalia, A","Wintner, Jeffrey M.","1991","1992","Harvard","Silberman"
"9","103","Scalia, A","Azar, Alex","1992","1993","Yale","Luttig"
"9","103","Scalia, A","Duffy, John F.","1992","1993","Chicago","S. Williams"
"9","103","Scalia, A","Nahmias, David","1992","1993","Harvard","Silberman"
"9","103","Scalia, A","Nussbaum, Andrew J.","1992","1993","Chicago","R. B. Ginsburg"
"9","103","Scalia, A","Clement, Paul","1993","1994","Harvard","Silberman"
"9","103","Scalia, A","Feldman, Louis E.","1993","1994","Penn","J. C. Wallace"
"9","103","Scalia, A","Filip, Mark R.","1993","1994","Harvard","S. Williams"
"9","103","Scalia, A","Flood, Emmet T.","1993","1994","Yale","R. Winter"
"9","103","Scalia, A","Green, Griffith L.","1994","1995","Chicago","Luttig"
"9","103","Scalia, A","Larsen, Joan L.","1994","1995","Northwestern","Sentelle"
"9","103","Scalia, A","Shelanski, Howard A.","1994","1995","Berkeley","S. Williams"
"9","103","Scalia, A","Vermeule, C. Adrian","1994","1995","Harvard","Sentelle"
"9","103","Scalia, A","Beecher, Kathleen S.","1995","1996","Yale","R. Winter"
"9","103","Scalia, A","Duggan, Charles S.","1995","1996","Harvard","Silberman"
"9","103","Scalia, A","Kearney, Joseph D.","1995","1996","Harvard","9th Cir."
"9","103","Scalia, A","Ullyot, Ted","1995","1996","Chicago","Luttig"
"9","103","Scalia, A","Fee, John","1996","1997","Chicago","Easterbrook"
"9","103","Scalia, A","Jolls, Christine M.","1996","1997","Harvard","S. Williams"
"9","103","Scalia, A","Radzely, Howard M.","1996","1997","Harvard","Luttig"
"9","103","Scalia, A","Summers, Glen E.","1996","1997","Penn","J. C. Wallace"
"9","103","Scalia, A","Ballenger, J. Scott","1997","1998","Virginia","J. C. Wallace"
"9","103","Scalia, A","Bellia, Anthony J.","1997","1998","Notre Dame","9th Cir."
"9","103","Scalia, A","Francisco, Noel J.","1997","1998","Chicago","Luttig"
"9","103","Scalia, A","Barkow, Rachel","1997","1998","Harvard","Silberman"
"9","103","Scalia, A","Barrett, Amy Coney","1998","1999","Notre Dame","Silberman"
"9","103","Scalia, A","Huff, Kevin B.","1998","1999","Columbia","D. Ginsburg"
"9","103","Scalia, A","Lovitt, Ara","1998","1999","Stanford","Luttig"
"9","103","Scalia, A","Miller, Stephen A.","1998","1999","Northwestern","Flaum"
"9","103","Scalia, A","Hansell, Jordan B.","1999","2000","Michigan","Wilkinson"
"9","103","Scalia, A","Kaplan, Joel","1999","2000","Harvard","Luttig"
"9","103","Scalia, A","Shanmugam, Kannon K.","1999","2000","Harvard","Luttig"
"9","103","Scalia, A","Young, Mary Beth Brookshire","1999","2000","Chicago","Sentelle"
"9","103","Scalia, A","Martin, Kevin P.","2000","2001","Columbia","Silberman"
"9","103","Scalia, A","Poon, Julian W.","2000","2001","Harvard","Luttig"
"9","103","Scalia, A","Van Oort, Aaron D.","2000","2001","Chicago","Posner"
"9","103","Scalia, A","Wolff, Eric B.","2000","2001","Berkeley","S. Williams"
"9","103","Scalia, A","Dvoretzky, Shay","2001","2002","Yale","Luttig"
"9","103","Scalia, A","Engel, Susan E.","2001","2002","NYU","Kozinski"
"9","103","Scalia, A","Fitzpatrick, Brian T.","2001","2002","Harvard","9th Cir."
"9","103","Scalia, A","Morrison, Edward R.","2001","2002","Chicago","Posner"
"9","103","Scalia, A","Mitchell, Jonathan F.","2002","2003","Chicago","Luttig"
"9","103","Scalia, A","Murray, Brian J.","2002","2003","Notre Dame","9th Cir."
"9","103","Scalia, A","O'Quinn, John C.","2002","2003","Harvard","Sentelle"
"9","103","Scalia, A","Seinfeld, Gil","2002","2003","Harvard","Calabresi"
"9","103","Scalia, A","Hatch, Benjamin L.","2003","2004","Harvard","Luttig"
"9","103","Scalia, A","Hemphill, C. Scott","2003","2004","Stanford","Posner"
"9","103","Scalia, A","Kry, Robert K.","2003","2004","Yale","Kozinski"
"9","103","Scalia, A","Walsh, Kevin C.","2003","2004","Harvard","Niemeyer"
"9","103","Scalia, A","Gannon, Curtis E.","2004","2005","Chicago","E. Jones"
"9","103","Scalia, A","Jay, William M.","2004","2005","Harvard","9th Cir."
"9","103","Scalia, A","Kole, Tara S.","2004","2005","Harvard","Kozinski"
"9","103","Scalia, A","Phillips, John R.","2004","2005","Chicago","Luttig"
"9","103","Scalia, A","Demers, John C.","2005","2006","Harvard","9th Cir."
"9","103","Scalia, A","Martin, Scott P.","2005","2006","Columbia","Kozinski"
"9","103","Scalia, A","Sauer, D. John","2005","2006","Harvard","Luttig"
"9","103","Scalia, A","Young, Evan A.","2005","2006","Yale","Wilkinson"
"9","103","Scalia, A","Bress, Daniel A.","2006","2007","Virginia","Wilkinson"
"9","103","Scalia, A","Chaiten, Louis A.","2006","2007","Northwestern","Sutton"
"9","103","Scalia, A","Lipshutz, Joshua S.","2006","2007","Stanford","Kozinski"
"9","103","Scalia, A","Mooppan, Hashim","2006","2007","Harvard","Luttig"
"9","103","Scalia, A","Bamzai, Aditya","2007","2008","Chicago","Sutton"
"9","103","Scalia, A","Bash, John F.","2007","2008","Harvard","Kavanaugh"
"9","103","Scalia, A","Killian, Bryan M.","2007","2008","Harvard","Niemeyer"
"9","103","Scalia, A","Kovner, Rachel P.","2007","2008","Stanford","Wilkinson"
"9","103","Scalia, A","Jones, Jameson R.","2008","2009","Stanford","Sutton"
"9","103","Scalia, A"," ","2008","2009","Harvard","Boudin"
"9","103","Scalia, A","Spinowitz, Moshe Y.","2008","2009","Harvard","Boudin"
"9","103","Scalia, A","Thompson, David C.","2008","2009","Stanford","Kozinski"
"9","103","Scalia, A","Bond, Jonathan C.","2009","2010","GW","Sutton"
"9","103","Scalia, A","Lehotsky, Steven","2009","2010","Harvard","D. Ginsburg"
"9","103","Scalia, A","Sullivan, Daniel M.","2009","2010","Chicago","9th Cir."
"9","103","Scalia, A","Twomey, Katherine","2009","2010","Virginia","Wilkinson"
"9","103","Scalia, A","Allen, Robert W.","2010","2011","Harvard","Boudin"
"9","103","Scalia, A","Owen, Matthew S.","2010","2011","Michigan","Gorsuch"
"9","103","Scalia, A","Unikowsky, Adam G.","2010","2011","Harvard","D. Ginsburg"
"9","103","Scalia, A","Wilcox, Jason M.","2010","2011","Chicago","Sutton"
"9","103","Scalia, A","Burke, Donald","2011","2012","Virginia","Kethledge"
"9","103","Scalia, A","Krauss, Rebecca","2011","2012","Yale","Kavanaugh"
"9","103","Scalia, A","Marchioli, Carl","2011","2012","Harvard","Colloton"
"9","103","Scalia, A","Moran, John","2011","2012","Virginia","Sutton"
"9","103","Scalia, A","Klein, Adam","2012","2013","Columbia","Kavanaugh"
"9","103","Scalia, A","Samuel, Ian","2012","2013","NYU","Kozinski"
"9","103","Scalia, A","Sassoon, Danielle","2012","2013","Yale","Wilkinson"
"9","103","Scalia, A","Tung, Eric","2012","2013","Chicago","Gorsuch"
"9","103","Scalia, A","Crocker, Katherine Mims","2013","0","Virginia","Wilkinson"
"9","103","Scalia, A","King, Kevin","2013","0","Northwestern","Niemeyer"
"9","103","Scalia, A","Mezzina, Paul Alessio","2013","0","Harvard","Kavanaugh"
"9","103","Scalia, A","Walsh, Ryan","2013","0","Chicago","9th Cir."
"10","41","Bradley, J","","0","0","",""
"10","53","Shiras, G","Hayden, Eldwin Raphael","1893","0","",""
"10","59","Day, W","Day, Rufus","1907","1911","",""
"10","59","Day, W","Day, Rufus","1917","1919","",""
"10","71","Butler, P","Cotter, John F.","1923","1929","Catholic",""
"10","80","Murphy, F","Huddleson, Edwin E.","1940","1940","Harvard","A. Hand"
"10","80","Murphy, F","Adams, John J.","1940","1941","Michigan","none"
"10","80","Murphy, F","Pickering, John H.","1941","1943","Michigan","none"
"10","80","Murphy, F","Gressman, Eugene","1943","1948","Michigan","none"
"10","80","Murphy, F","Dykema, John R.","1948","1949","Michigan",""
"10","80","Murphy, F","Tolan, Thomas L.","1948","1949","Michigan",""
"10","86","Clark, T","Williams, Percy D.","1949","1949","",""
"10","86","Clark, T","Turner, Donald F.","1950","1951","",""
"10","86","Clark, T","Thayer, Stuart W.","1951","1952","Yale","none"
"10","86","Clark, T","Walker, C. Richard","1951","1952","",""
"10","86","Clark, T","Hughes, Vester T.","1952","1952","Harvard","none"
"10","86","Clark, T","Rowe, Frederick M.","1952","1953","Yale","none"
"10","86","Clark, T","Weisberg, Bernard","1952","1953","",""
"10","86","Clark, T","McKay, Ellis H.","1953","1954","",""
"10","86","Clark, T","Rubenstein, Ernest","1953","1954","Yale","none"
"10","86","Clark, T","Jones, William Kenneth","1954","1955","Columbia","none"
"10","86","Clark, T","Kaplan, John","1954","1955","Harvard","none"
"10","86","Clark, T","Hamilton, Robert W.","1955","1956","Chicago","none"
"10","86","Clark, T","Nolan, John E.","1955","1956","Georgetown","none"
"10","86","Clark, T","Crown, John J.","1956","1957","",""
"10","86","Clark, T","Hobson, Harry L.","1956","1957","",""
"10","86","Clark, T","Gorman, Robert","1957","1958","",""
"10","86","Clark, T","Powell, William D.","1957","1958","SMU","none"
"10","86","Clark, T","Phillips, Charles H.","1958","1959","",""
"10","86","Clark, T","Truitt, Max O.","1958","1959","",""
"10","86","Clark, T","Temple, Larry E.","1959","1960","Texas","none"
"10","86","Clark, T","Wray, Cecil","1959","1960","Yale","none"
"10","86","Clark, T","Estes, Carl","1960","1961","",""
"10","86","Clark, T","Mahon, Malachy T.","1960","1961","Fordham",""
"10","86","Clark, T","Knox, James E.","1961","1962","",""
"10","86","Clark, T","Mathes, Burk","1961","1962","",""
"10","86","Clark, T","Brown, Raymond L.","1962","1963","Mississippi","none"
"10","86","Clark, T","Flynn, Martin J.","1962","1963","",""
"10","86","Clark, T","McHugh, James L.","1963","1964","Villanova",""
"10","86","Clark, T","Pipkin, James H.","1963","1964","",""
"10","86","Clark, T","Maupin, Michael","1964","1965","",""
"10","86","Clark, T","Ratliff, Shannon H.","1964","1965","Texas","none"
"10","86","Clark, T","Freeman, Lee A.","1965","1966","Harvard","none"
"10","86","Clark, T","Reed, Charles D.","1965","1966","",""
"10","86","Clark, T","Groce, Marshall","1966","1967","",""
"10","86","Clark, T","Ross, Stuart Philip","1966","1967","GW","none"
"10","96","Marshall, T","Lockwood, Peter Van N.","1967","1968","Harvard","Aldrich"
"10","96","Marshall, T","Grey, Thomas C.","1969","1970","Yale","J. S. Wright"
"10","96","Marshall, T","Sargentich, Lewis","1970","1971","Harvard",""
