"Seat","Num","Justice","Clerk","Started","Finished","School","Previous.Clerkship"
"4","104","Kennedy, A","Epps, Daniel","2009","2010","Harvard","Wilkinson"
"4","104","Kennedy, A","Kedem, Allon","2009","2010","Yale","Leval"
"4","104","Kennedy, A","Keller, Scott","2009","2010","Texas","Kozinski"
"4","104","Kennedy, A","Tseytlin, Misha","2009","2010","Georgetown","Kozinski"
"4","104","Kennedy, A","Horowitz, Steven J.","2010","2011","Harvard","Posner"
"4","104","Kennedy, A","Johnson, Robert E.","2010","2011","Harvard","Kozinski"
"4","104","Kennedy, A","Re, Richard M.","2010","2011","Yale","Kavanaugh"
"4","104","Kennedy, A","Stern, James Y.","2010","2011","Virginia","Wilkinson"
"4","104","Kennedy, A","Bhabha, Ishan K.","2011","2012","Harvard","Garland"
"4","104","Kennedy, A","Litman, Leah M.","2011","2012","Michigan","Sutton"
"4","104","Kennedy, A","Nguyen, Eric S.","2011","2012","Harvard","Kozinski"
"4","104","Kennedy, A","Walker, Justin","2011","2012","Harvard","Kavanaugh"
"4","104","Kennedy, A","Denton, David","2012","2013","Harvard","Wilkinson"
"4","104","Kennedy, A","Patashnik, Josh","2012","2013","Stanford","Sutton"
"4","104","Kennedy, A","Taticchi, Mark","2012","2013","GW","Ikuta"
"4","104","Kennedy, A","Willard, Lauren","2012","2013","Virginia","Kozinski"
"4","104","Kennedy, A","Dubinsky, Greg","2013","0","Yale","Kavanaugh"
"4","104","Kennedy, A","Etchemendy, Matthew X.","2013","0","Stanford","Garland"
"4","104","Kennedy, A","Meeks, Katherine","2013","0","Penn","Kozinski"
"4","104","Kennedy, A","Murray, Michael","2013","0","Yale","9th Cir."
"6","46","Matthews, S","","0","0","",""
"6","51","Brewer, D","Haig, Frederick J.","1893","1910","",""
"6","62","Hughes, C","","0","0","",""
"6","68","Clarke, J","Widdifield, S. Edward","1919","1922","","J. Lamar"
"6","70","Sutherland, G","Widdifield, S. Edward","1919","1922","","J. H. Clarke"
"6","70","Sutherland, G","Gray, Alan E.","1924","1929","",""
"6","77","Reed, S","Leventhal, Harold","1938","1938","Columbia","H. F. Stone"
"6","77","Reed, S","Sapienza, John T.","1938","1939","Harvard","A. Hand"
"6","77","Reed, S","Graham, Phil","1939","1940","Harvard","none"
"6","77","Reed, S","Boskey, Bennett","1940","1941","Harvard","L. Hand"
"6","77","Reed, S","Schwartz, David","1942","1943","",""
"6","77","Reed, S","Allan, F. Aley","1946","1947","","L. Hand"
"6","77","Reed, S","von Mehren, Robert B.","1947","1948","Harvard","L. Hand"
"6","77","Reed, S","Barbash, Joseph","1949","1950","",""
"6","77","Reed, S","Manning, Bayless","1949","1950","Yale",""
"6","77","Reed, S","Yarmolinsky, Adam","1949","1950","Yale","C. E. Clark"
"6","77","Reed, S","Zimmerman, Edwin M.","1950","1951","Columbia","Rifkind"
"6","77","Reed, S","Rogers, William D.","1952","1953","Yale","C. E. Clark"
"6","77","Reed, S","Fassett, John David","1953","1954","Yale",""
"6","77","Reed, S","Mickum, George B.","1953","1954","",""
"6","77","Reed, S","Davidson, Gordon B.","1954","1955","Yale",""
"6","77","Reed, S","Burke, Julian","1955","1956","",""
"6","77","Reed, S","Hills, Roderick M.","1955","1957","Stanford",""
"6","91","Whittaker, C","Dam, Kenneth W.","1957","1958","Chicago","none"
"6","91","Whittaker, C","Kohn, Alan C.","1957","1958","Wash U","none"
"6","91","Whittaker, C","Canby, William C.","1958","1959","Minnesota","none"
"6","91","Whittaker, C","Davis, Heywood H.","1958","1959","Kansas","none"
"6","91","Whittaker, C","Libin, Jerome B.","1959","1960","Michigan","none"
"6","91","Whittaker, C","McCartan, Patrick F.","1959","1960","Notre Dame","none"
"6","91","Whittaker, C","Gunnels, D. Lawrence","1961","1962","Wash U","none"
"6","93","White, B","Gunnels, D. Lawrence","1962","1962","Wash U","none"
"6","93","White, B","Stern, Richard H.","1962","1963","Yale","none"
"6","93","White, B","Blanc, Ronald L.","1962","1963","NYU","none"
"6","93","White, B","Lee, Rex E.","1963","1964","Chicago","none"
"6","93","White, B","Albert, Lee A.","1963","1965","Yale","none"
"6","93","White, B","Collinson, Dale S.","1964","1966","Columbia","Hays"
"6","93","White, B","Ebel, David M.","1965","1966","Michigan","none"
"6","93","White, B","Loken, James B.","1966","1967","Harvard","Lumbard"
"6","93","White, B","Clevenger, Raymond C.","1966","1967","Yale","none"
"6","93","White, B","Irish, Leon E.","1967","1968","Michigan","none"
"6","93","White, B","Liebman, Lance","1967","1968","Harvard","none"
"6","93","White, B","Crawford, R. George","1968","1969","Harvard","none"
"6","93","White, B","Victor, David","1968","1969","Virginia","none"
"6","93","White, B","Glancy, W. John","1969","1970","Yale","none"
"6","93","White, B","Moriarty, G. Marshall","1969","1970","Harvard","Aldrich"
"6","93","White, B","Sayler, Richard H.","1969","1970","Michigan","Lumbard"
"6","93","White, B","Nelson, William E.","1970","1971","NYU","Weinfeld"
"6","93","White, B","Ryan, Allan A.","1970","1971","Minnesota","none"
"6","93","White, B","Soper, Philip","1969","1970","Harvard","none"
"6","93","White, B","Kendall, David E.","1971","1972","Yale","none"
"6","93","White, B","Danzig, Richard J.","1971","1972","Yale","none"
"6","93","White, B","Scarboro, James E.","1971","1972","Colorado","Arraj"
"6","93","White, B","Barksdale, Rhesa H.","1972","1973","Mississippi","none"
"6","93","White, B","Barnett, Robert B.","1972","1973","Chicago","Wisdom"
"6","93","White, B","Hoffman, Richard L.","1972","1973","Columbia","none"
"6","93","White, B","Urowsky, Richard J.","1972","1973","Yale","none"
"6","93","White, B","O'Donnell, Pierce","1973","1974","Georgetown","Hufstedler"
"6","93","White, B","Scott, Hal S.","1973","1974","Chicago","Leventhal"
"6","93","White, B","Varat, Jonathan D.","1973","1974","Penn","Mansfield"
"6","93","White, B","Malysiak, James T.","1974","1975","Yale","Renfrew"
"6","93","White, B","Jr, John W. Nields","1974","1977","Penn","none"
"6","93","White, B","Simms, Larry L.","1974","1975","Boston","Oakes"
"6","93","White, B","Hutchinson, Dennis J.","1975","1976","Texas","Tuttle"
"6","93","White, B","Deitz, Robert L.","1975","1976","Harvard","none"
"6","93","White, B","Nelson, Randall C.","1975","1976","Colorado","R. Robb"
"6","93","White, B","Kujovich, Gilbert L.","1976","1977","Harvard","Hufstedler"
"6","93","White, B","Spiegel, John W.","1976","1977","Yale","none"
"6","93","White, B","Loewen, Robert W.","1976","1977","USC","Ely"
"6","93","White, B","Gibson, S. Elizabeth","1977","1978","North Carolina","Craven"
"6","93","White, B","Campbell, Tom","1977","1978","Harvard","MacKinnon"
"6","93","White, B","Cole, Charles G.","1977","1978","Harvard","Leventhal"
"6","93","White, B","Glekel, Jeffrey","1977","1978","Yale","Weinfeld"
"6","93","White, B","Stith, Kate","1978","1979","Harvard","McGowan"
"6","93","White, B","Burman, David J.","1978","1979","Georgetown","S. Robinson"
"6","93","White, B","Sasso, Gary","1978","1979","Penn","S. Robinson"
"6","93","White, B","Spaeth, Nicholas J.","1978","1979","Stanford","Bright"
"6","93","White, B","Solomon, Benna R.","1979","1980","Georgia","Oakes"
"6","93","White, B","Percival, Robert V.","1979","1980","Stanford","Hufstedler"
"6","93","White, B","Kalis, Peter J.","1979","1980","Yale","J. S. Wright"
"6","93","White, B","Miller, Geoffrey P.","1979","1980","Columbia","McGowan"
"6","93","White, B","Ides, Allan","1980","1981","","Haynsworth"
"6","93","White, B","Kahn, Paul W.","1980","1982","Yale","none"
"6","93","White, B","Metzloff, Thomas B.","1980","1981","Harvard","Ainsworth"
"6","93","White, B","Peterson, Andrea L.","1980","1981","Berkeley","Renfrew"
"6","93","White, B","Singer, Stuart H.","1981","1982","Harvard","none"
"6","93","White, B","Bell, Bernard","1982","1983","Stanford","Kearse"
"6","93","White, B","Dzurilla, William T.","1982","1983","Tulane","Tate"
"6","93","White, B","Dean, Patricia","1982","1983","Georgetown","Tamm"
"6","93","White, B","Singer, Stuart H.","1982","1983","Harvard","B. White"
"6","93","White, B","Browne, Kingsley R.","1983","1984","Denver","Rovira"
"6","93","White, B","Werder, Richard","1983","1984","Michigan","H. Edwards"
"6","93","White, B","Worthen, Kevin J.","1983","1984","BYU","Wilkey"
"6","93","White, B","Herz, Michael E.","1983","1985","Chicago","L. Campbell"
"6","93","White, B","Gloster, Dean M.","1984","1985","UCLA","A. Kennedy"
"6","93","White, B","Nelson, Scott L.","1984","1986","Harvard","none"
"6","93","White, B","Wexler, Natalie","1984","1985","Penn","Rubin"
"6","93","White, B","Strand, Palma J.","1985","1986","Stanford","J. S. Wright"
"6","93","White, B","Burcham, David W.","1985","1986","","Aldisert"
"6","93","White, B","Dimon, Samuel","1985","1987","Michigan","none"
"6","93","White, B","McDowell, Barbara","1986","1988","Yale","R. Winter"
"6","93","White, B","Boro, Albert J.","1987","1988","Berkeley","W. Cummings"
"6","93","White, B","Cordray, Richard","1987","1988","Chicago","Bork"
"6","93","White, B","Klain, Ron","1987","1988","Harvard","none"
"6","93","White, B","Higginson, Stephen A.","1988","1989","Yale","Wald"
"6","93","White, B","Drahozal, Christopher R.","1988","1989","Iowa","C. Clark"
"6","93","White, B","Miller, Laura Ariane","1988","1989","Yale",""
"6","93","White, B","Bunge, Jonathan C.","1989","1990","Chicago","Buckley"
"6","93","White, B","McAllister, Stephen R.","1989","1990","Kansas","Posner"
"6","93","White, B","Bradley, Curtis","1990","1991","Harvard","Ebel"
"6","93","White, B","Bradley, Kathryn Webb","1990","1991","Maryland","Smalkin"
"6","93","White, B","Flaherty, Martin S.","1990","1991","Columbia","J. J. Gibbons"
"6","93","White, B","McAllister, Stephen R.","1990","1991","Kansas","B. White"
"6","93","White, B","Eskridge, Charles R.","1991","1992","Pepperdine","C. Clark"
"6","93","White, B","Frederick, David C.","1991","1992","Texas","Sneed"
"6","93","White, B","McAllister, Stephen R.","1991","1992","Kansas","B. White"
"6","93","White, B","Weber, Susan A.","1991","1992","SUNY Buffalo","Sprouse"
"6","93","White, B","Pryce, Jeffrey F.","1991","1992","Yale","none"
"6","93","White, B","Goldberg, John C.P.","1992","1993","NYU","Weinstein"
"6","93","White, B","Meyer, David D.","1992","1993","Michigan","H. Edwards"
"6","93","White, B","Pryce, Jeffrey F.","1992","1993","Yale","B. White"
"6","93","White, B","Gorsuch, Neil M.","1993","1994","Harvard","Sentelle"
"6","93","White, B","Powell, Benjamin A.","1997","1998","Columbia","J. M. Walker"
"6","93","White, B","Busby, J. Brett","1999","2000","Columbia","Tjoflat"
"6","93","White, B","Thai, Joseph T.","2000","2001","Harvard","Ebel"
"6","107","Ginsburg, R","Baxter, Hugh W.","1993","1994","Stanford","Brennan"
"6","107","Ginsburg, R","Post, David G.","1993","1994","Georgetown","R. B. Ginsburg"
"6","107","Ginsburg, R","Schlanger, Margo","1993","1995","Yale","none"
"6","107","Ginsburg, R","Shapiro, Alexandra","1993","1994","Columbia","Williams"
"6","107","Ginsburg, R","Klein, Alisa B.","1994","1995","Harvard","L. Pollak"
"6","107","Ginsburg, R","Schizer, David","1994","1995","Yale","Kozinski"
"6","107","Ginsburg, R","Schlanger, Margo","1993","1995","Yale","R. B. Ginsburg"
"6","107","Ginsburg, R","Toscano, David B.","1994","1995","Columbia","Mukasey"
"6","107","Ginsburg, R","Beattie, Lisa C.","1995","1996","Stanford","H. Edwards"
"6","107","Ginsburg, R","Simon, Maria","1995","1996","Columbia",""
"6","107","Ginsburg, R"," ","1995","1996","Harvard","Cabranes"
"6","107","Ginsburg, R","Watford, Paul J.","1995","1996","UCLA","Kozinski"
"6","107","Ginsburg, R","Brill, Laura W.","1996","1997","Columbia","Feinberg"
"6","107","Ginsburg, R","Codell, David C.","1996","1997","Harvard","Tatel"
"6","107","Ginsburg, R","Hodes, W. William","1996","1997","Rutgers",""
"6","107","Ginsburg, R","Magill, M. Elizabeth","1996","1997","Virginia","Wilkinson"
"6","107","Ginsburg, R","Bagenstos, Samuel","1997","1998","Harvard","Reinhardt"
"6","107","Ginsburg, R","Berman, Paul Schiff","1997","1998","NYU","H. Edwards"
"6","107","Ginsburg, R","Metzger, Gillian E.","1997","1998","Columbia","Wald"
"6","107","Ginsburg, R","Owens, John B.","1997","1998","Stanford","J. C. Wallace"
"6","107","Ginsburg, R","Edsall, Lexa","1998","1999","Harvard",""
"6","107","Ginsburg, R","Shoretz, Rochelle L.","1998","1999","Columbia","Kearse"
"6","107","Ginsburg, R","Savitt, William D.","1998","1999","Columbia","Leval"
"6","107","Ginsburg, R","Wexler, Jay D.","1998","1999","Stanford","Tatel"
"6","107","Ginsburg, R","Franklin, David L.","1999","2000","Chicago","S. Williams"
"6","107","Ginsburg, R","Primus, Richard A.","1999","2000","Yale","Calabresi"
"6","107","Ginsburg, R","Tyler, Amanda L.","1999","2000","Harvard","Calabresi"
"6","107","Ginsburg, R","von Dornum, Deirdre D.","1999","2000","Columbia","Reinhardt"
"6","107","Ginsburg, R","Bravin, Nick","2000","2001","Columbia","Ebel"
"6","107","Ginsburg, R","Gordon, Robert M.","2000","2001","Yale","Leval"
"6","107","Ginsburg, R","Liu, Goodwin","2000","2001","Yale","Tatel"
"6","107","Ginsburg, R","Lye, Linda C.","2000","2001","Berkeley","Calabresi"
"6","107","Ginsburg, R","Elliott, Heather","2001","2002","Berkeley","Garland"
"6","107","Ginsburg, R","O'Neil, David A.","2001","2002","Harvard","Sack"
"6","107","Ginsburg, R","Palmore, Joseph R.","2001","2002","Virginia","Jacobs"
"6","107","Ginsburg, R","Saiger, Aaron J.","2001","2002","Columbia","D. Ginsburg"
"6","107","Ginsburg, R","Heytens, Toby J.","2002","2003","Virginia","Becker"
"6","107","Ginsburg, R","Morrison, Trevor","2002","2003","Columbia","B. Fletcher"
"6","107","Ginsburg, R","Porter, Elizabeth G.","2002","2003","Columbia","S. Thomas"
"6","107","Ginsburg, R","Thompson, Karl R.","2002","2003","Chicago","Tatel"
"6","107","Ginsburg, R","Gluck, Abbe R.","2003","2004","Yale","R. Winter"
"6","107","Ginsburg, R","Huq, Aziz Z.","2003","2004","Columbia","Sack"
"6","107","Ginsburg, R","O'Connell, Anne Joseph","2003","2004","Yale","S. Williams"
"6","107","Ginsburg, R","Siegel, Neil S.","2003","2004","Berkeley","Wilkinson"
"6","107","Ginsburg, R","Anders, Ginger D.","2004","2005","Columbia","Sotomayor"
"6","107","Ginsburg, R","Ku, Katherine H.","2004","2005","UCLA","Kozinski"
"6","107","Ginsburg, R","Levin, Daniel B.","2004","2005","Yale","W. Fletcher"
"6","107","Ginsburg, R","Tran, Dorothy H.","2004","2005","Harvard","Tatel"
"6","107","Ginsburg, R","McGill, Lori Alvino","2005","2006","Columbia","D. Ginsburg"
"6","107","Ginsburg, R","Civin, Joshua","2005","2006","Yale","Reinhardt"
"6","107","Ginsburg, R","Deutsch, Rebecca","2005","2006","Yale","Katzmann"
"6","107","Ginsburg, R","","2005","2006","Michigan","Boudin"
"6","107","Ginsburg, R","Andrias, Kate","2006","2007","Yale","Reinhardt"
"6","107","Ginsburg, R","Hershovitz, Scott","2006","2007","Yale","W. Fletcher"
"6","107","Ginsburg, R","Renan, Daphna","2006","2007","Yale","H. Edwards"
"6","107","Ginsburg, R","Subramanian, Arun","2006","2007","Columbia","Jacobs"
"6","107","Ginsburg, R","Deutsch, Ruthanne M.","2007","2008","Georgetown","Dyk"
"6","107","Ginsburg, R","Fletcher, Brian H.","2007","2008","Harvard","Garland"
"6","107","Ginsburg, R","Saunders, Thomas G.","2007","2008","Yale","Leval"
"6","107","Ginsburg, R","Tripp, Zachary","2007","2008","Columbia","Kearse"
"6","107","Ginsburg, R","","2008","2009","Columbia","Tatel"
"6","107","Ginsburg, R","Seifter, Miriam L.","2008","2009","Harvard","Garland"
"6","107","Ginsburg, R","Schwartz, Kevin S.","2008","2009","Yale","Calabresi"
"6","107","Ginsburg, R","Yablon, Robert M.","2008","2009","Yale","W. Fletcher"
"6","107","Ginsburg, R","Prelogar, Elizabeth","2009","2010","Harvard","Garland"
"6","107","Ginsburg, R","Bookman, Pamela","2009","2010","Virginia","Sack"
"6","107","Ginsburg, R","Levy, Vincent","2009","2010","Columbia","D. Ginsburg"
"6","107","Ginsburg, R","Rappaport, John M.","2009","2010","Harvard","Reinhardt"
"6","107","Ginsburg, R","Bergquist, Amy","2010","2011","Minnesota","W. Fletcher"
"6","107","Ginsburg, R","Newman, David A.","2010","2011","Yale","Katzmann"
"6","107","Ginsburg, R","Theodore, Elisabeth","2010","2011","Harvard","Garland"
"6","107","Ginsburg, R","Bradley, Keith","2010","2011","Columbia","J.R. Brown"
"6","107","Ginsburg, R","Apter, Rachel Wainer","2011","2012","Harvard","Katzmann"
"6","107","Ginsburg, R","Beaton, Benjamin J.","2011","2012","Columbia","Randolph"
"6","107","Ginsburg, R","Clark, Jennifer","2011","2012","Georgetown","Tatel"
"6","107","Ginsburg, R","Sinzdak, Gerry","2011","2012","Berkeley","Berzon"
"6","107","Ginsburg, R","Cicconi, Martine","2012","2013","Stanford","Garland"
"6","107","Ginsburg, R","Johnson, Joshua","2012","2013","Yale","Tatel"
"6","107","Ginsburg, R","Kobick, Julie","2012","2013","Harvard","Saylor"
"6","107","Ginsburg, R","Rehn, Thane","2012","2013","Columbia","Posner"
"6","107","Ginsburg, R","Corkran, Kelsi Brown","2013","0","Chicago","Tatel"
"6","107","Ginsburg, R","Rao, Devi","2013","0","Columbia","McKeown"
"6","107","Ginsburg, R","Rubens, Daniel","2013","0","Harvard","Katzmann"
"6","107","Ginsburg, R","Walker, Burden","2013","0","Harvard","S. Williams"
"8","44","Harlan I, J","Clapp, Henry M.","1889","1890","",""
"8","44","Harlan I, J","Lee, Blewitt H.","1889","1890","",""
"8","44","Harlan I, J","Rombauer, Edgar R.","1889","1890","",""
"8","44","Harlan I, J","Harr, William R.","1896","1897","",""
"8","44","Harlan I, J","Harr, William R.","1898","1902","",""
"8","44","Harlan I, J","Hoover, John E.","1906","1911","","R. W. Peckham"
"8","65","Pitney, M","","0","0","",""
"8","72","Sanford, E","Loney, William R.","1922","1930","",""
"8","74","Roberts, O","Loney, William R.","1930","1931","","Sanford"
"8","74","Roberts, O","Schneider, Albert J.","1930","1945","",""
"8","84","Burton, H","Mann, W. Howard","1945","1946","Iowa",""
"8","84","Burton, H","Weston, Harris K.","1946","1947","Harvard","none"
"8","84","Burton, H","Schwartz, Marvin","1950","1951","Penn","Goodrich"
"8","84","Burton, H","Simmons, Ray C.","1950","1951","Nebraska","none"
"8","84","Burton, H","Douglas, John W.","1951","1952","Yale",""
"8","84","Burton, H","Hileman, Charles C.","1951","1952","Penn","Goodrich"
"8","84","Burton, H","Leahy, John M.","1952","1953","Catholic",""
"8","84","Burton, H","Ryan, James R.","1952","1953","",""
"8","84","Burton, H","Troubh, Raymond S.","1953","1954","Yale","T. Swan"
"8","84","Burton, H","Matteson, William B.","1954","1955","Harvard","A. Hand"
"8","84","Burton, H","O'Neill, Thomas Newman","1954","1955","Penn","Goodrich"
"8","84","Burton, H","Cramton, Roger C.","1956","1957","Chicago","Waterman"
"8","84","Burton, H","Wagoner, David E.","1956","1957","Penn","Goodrich"
"8","84","Burton, H","Schneider, Carl W.","1957","1958","Penn","Goodrich"
"8","84","Burton, H","Ball, R. Markham","1960","1961","Harvard","none"
"8","84","Burton, H","Dyk, Timothy B.","1961","1962","Harvard","none"
"8","92","Stewart, P","Sandalow, Terrance","1958","1959","Chicago","Waterman"
"8","92","Stewart, P","Israel, Jerold H.","1959","1961","Yale","none"
"8","92","Stewart, P","Kauper, Thomas E.","1960","1962","Michigan","none"
"8","92","Stewart, P","Hudec, Robert","1961","1963","Yale","none"
"8","92","Stewart, P","Deutsch, Jan Ginter","1962","1963","Yale","none"
"8","92","Stewart, P","Novak, Alan R.","1963","1964","Yale","none"
"8","92","Stewart, P","Dodyk, Paul M.","1964","1965","Harvard","none"
"8","92","Stewart, P","Price, Monroe","1964","1965","Yale","none"
"8","92","Stewart, P","Bruce, E. Edward","1966","1966","Yale","none"
"8","92","Stewart, P","Tribe, Laurence","1967","1968","Harvard","Tobriner"
"8","92","Stewart, P","Wasserstrom, Silas J.","1968","1969","Yale","J. S. Wright"
"8","92","Stewart, P","Davis, Evan A.","1970","1971","Columbia","Leventhal"
"8","92","Stewart, P","Kennedy, Duncan","1970","1971","Yale","none"
"8","92","Stewart, P","Rowe, Thomas D.","1970","1971","Harvard","none"
"8","92","Stewart, P","Heineman, Benjamin W.","1971","1972","Yale","none"
"8","92","Stewart, P","Jeffress, William H.","1971","1972","Yale","Gesell"
"8","92","Stewart, P","Parker, Richard D.","1971","1972","Harvard","none"
"8","92","Stewart, P","Schulte, David M.","1972","1973","Yale","Weinfeld"
"8","92","Stewart, P","Koeltl, John G.","1972","1973","Harvard","Weinfeld"
"8","92","Stewart, P","Bieke, James R.","1972","1973","Michigan","Harlan II"
"8","92","Stewart, P","Davis, Frederick T.","1973","1974","Columbia","Friendly"
"8","92","Stewart, P","Hurwitz, Andrew D.","1973","1974","Yale","J. J. Smith"
"8","92","Stewart, P","Perris, Terrence G.","1973","1974","Michigan","Lumbard"
"8","92","Stewart, P","Gould, Ronald M.","1974","1975","Michigan","McCree"
"8","92","Stewart, P","Hessler, Curt","1974","1975","Yale","J. S. Wright"
"8","92","Stewart, P","Perluss, Dennis M.","1974","1975","Harvard","Hufstedler"
"8","92","Stewart, P","Davey, William J.","1975","1976","Michigan","Lumbard"
"8","92","Stewart, P","Gardner, James N.","1975","1976","Yale",""
"8","92","Stewart, P","Kujovich, Gilbert L.","1976","1977","Harvard","Hufstedler"
"8","92","Stewart, P","Meltzer, Daniel","1976","1977","Harvard","McGowan"
"8","92","Stewart, P","Miller, Judith A.","1976","1977","Yale","Leventhal"
"8","92","Stewart, P","Pomerantz, Mark F.","1976","1977","Michigan","Weinfeld"
"8","92","Stewart, P","Borgersen, Ellen","1977","1978","Michigan","Coffin"
"8","92","Stewart, P","Fischel, Daniel R.","1978","1979","Chicago","Fairchild"
"8","92","Stewart, P","Greely, Henry T.","1978","1979","Yale","Wisdom"
"8","92","Stewart, P","Kerr, Virginia","1978","1979","Penn","Schreiber"
"8","92","Stewart, P","Amstutz, Eric B.","1979","1980","Yale","Gesell"
"8","92","Stewart, P","Hiller, David D.","1979","1980","","Wilkey"
"8","92","Stewart, P","Weisberg, Robert","1980","1981","Stanford","J. S. Wright"
"8","92","Stewart, P","Blattner, Jeffrey H.","1982","1983","Harvard","Keeton"
"8","102","O'Connor, S","Cartwright, Brian G.","1981","1982","Harvard","Wilkey"
"8","102","O'Connor, S","Dwyer, John B.","1981","1982","Berkeley","H. Edwards"
"8","102","O'Connor, S","Jones, Deborah A.","1981","1982","Columbia","R. B. Ginsburg"
"8","102","O'Connor, S","McGregor, Ruth V.","1981","1982","Arizona State","none"
"8","102","O'Connor, S","Francione, Gary L.","1982","1983","Virginia","Tate"
"8","102","O'Connor, S","Schwab, Stewart J.","1982","1983","Michigan","J. D. Phillips"
"8","102","O'Connor, S","Smalley, M. Kathleen","1982","1983","Harvard","Wisdom"
"8","102","O'Connor, S","Vehko, Jane F.","1982","1983","","J. Hill"
"8","102","O'Connor, S","Huber, Peter W.","1983","1984","Harvard","R. B. Ginsburg"
"8","102","O'Connor, S","Nager, Glen D.","1983","1984","Stanford","J. S. Wright"
"8","102","O'Connor, S","Radd, Victoria L.","1983","1984","Harvard","J. S. Wright"
"8","102","O'Connor, S","Taranto, Richard G.","1983","1984","Yale","Bork"
"8","102","O'Connor, S","Agrawal, Gail B.","1984","1985","Tulane","Wisdom"
"8","102","O'Connor, S","Bales, W. Scott","1984","1985","Harvard","Sneed"
"8","102","O'Connor, S","Syverud, Kent D.","1984","1985","Michigan","Oberdorfer"
"8","102","O'Connor, S","Woodhouse, Barbara B.","1984","1985","Columbia","Sofaer"
"8","102","O'Connor, S","Cerf, Christopher D.","1985","1986","Columbia","J. S. Wright"
"8","102","O'Connor, S","Gilles, Stephen G.","1985","1986","Chicago","Bork"
"8","102","O'Connor, S","O'Sullivan, Julie","1985","1986","Cornell","L. Campbell"
"8","102","O'Connor, S","Setear, John K.","1985","1986","Yale","McGowan"
"8","102","O'Connor, S","Blanchard, Charles A.","1986","1987","Harvard","H. Edwards"
"8","102","O'Connor, S","Bussel, Daniel J.","1986","1987","Stanford","S. Breyer"
"8","102","O'Connor, S","Creighton, Susan A.","1986","1987","Stanford","Rymer"
"8","102","O'Connor, S","Greco, Joan I.","1986","1987","Harvard","R. B. Ginsburg"
"8","102","O'Connor, S","Beckman, Sharon L.","1987","1988","Michigan","Coffin"
"8","102","O'Connor, S","Catlett, Steven T.","1987","1988","Columbia","Starr"
"8","102","O'Connor, S","Dunn, Susan A.","1987","1988","Stanford","Sneed"
"8","102","O'Connor, S","Lund, Nelson","1987","1988","Chicago","P. Higginbotham"
"8","102","O'Connor, S","Jordan, Adalberto","1988","1989","Miami","T. A. Clark"
"8","102","O'Connor, S","Mandil, Daniel M.","1988","1989","Columbia","R. B. Ginsburg"
"8","102","O'Connor, S","McBride, Andrew G.","1988","1989","Stanford","Bork"
"8","102","O'Connor, S","Stromseth, Jane E.","1988","1989","","Oberdorfer"
"8","102","O'Connor, S","Fong, Ivan K.","1989","1990","Stanford","Mikva"
"8","102","O'Connor, S","Hamilton, Marci","1989","1990","Penn","Becker"
"8","102","O'Connor, S","Ikuta, Sandra Segal","1989","1990","UCLA","Kozinski"
"8","102","O'Connor, S","Klingler, Richard D.","1989","1990","Stanford","Starr"
"8","102","O'Connor, S","Anabtawi, Iman","1990","1991","Stanford","Silberman"
"8","102","O'Connor, S","Kelly, Kevin M.","1990","1991","UCLA","Kozinski"
"8","102","O'Connor, S","","1990","1991","BYU","McKay"
"8","102","O'Connor, S","Snyderman, Mark S.","1990","1991","Chicago","Kozinski"
"8","102","O'Connor, S","Banner, Stuart A.","1991","1992","Stanford","Kozinski"
"8","102","O'Connor, S","Brown, Caroline M.","1991","1992","Harvard","R. B. Ginsburg"
"8","102","O'Connor, S","Helyar, Linda R.","1991","1992","Berkeley","W. Norris"
"8","102","O'Connor, S","Marshall","1991","1992","Harvard","W. Norris"
"8","102","O'Connor, S","Schlick, Austin C.","1991","1992","Yale","Mikva"
"8","102","O'Connor, S","Adler, Matthew D.","1992","1993","Yale","H. Edwards"
"8","102","O'Connor, S","Dunnigan, E. Vaughn","1992","1993","Columbia","Browning"
"8","102","O'Connor, S","Kett, Amy F.","1992","1993","Harvard","Silberman"
"8","102","O'Connor, S","Lamken, Jeffrey A.","1992","1993","Stanford","Kozinski"
"8","102","O'Connor, S","Adams, Katherine L.","1993","1994","Chicago","S. Breyer"
"8","102","O'Connor, S","Forman, James","1993","1994","Yale","W. Norris"
"8","102","O'Connor, S","Perry, Mark A.","1993","1994","Chicago","Kozinski"
"8","102","O'Connor, S","Volokh, Eugene","1993","1994","UCLA","Kozinski"
"8","102","O'Connor, S","Dinh, Viet D.","1994","1995","Harvard","Silberman"
"8","102","O'Connor, S","Earle, Elizabeth L.","1994","1995","Columbia","Wald"
"8","102","O'Connor, S","Ellen, David G.","1994","1995","Harvard","R. B. Ginsburg"
"8","102","O'Connor, S","Kravitz, David C.","1994","1995","Michigan","S. Breyer"
"8","102","O'Connor, S","Gallagher, Sean W.","1995","1996","Michigan","Kozinski"
"8","102","O'Connor, S","Rubin, Gretchen","1995","1996","Yale","Leval"
"8","102","O'Connor, S","Shelton, Julia B.","1995","1996","Vanderbilt","Wilkinson"
"8","102","O'Connor, S","Steel, Simon A.","1995","1996","Chicago","S. Breyer"
"8","102","O'Connor, S","Beynon, Rebecca A.","1996","1997","Texas","Randolph"
"8","102","O'Connor, S","Hoffstadt, Brian M.","1996","1997","UCLA","C. Hall"
"8","102","O'Connor, S","Nardini, William J.","1996","1997","Yale","Calabresi"
